date,total_revenue,total_qty,num_items,year,volta_as_aulas,carnaval,semana_santa,sao_joao,dia_namorados,dia_maes,dia_pais,dia_criancas,black_friday,natal
2024-08-21,10360.7,31,28,2024,0,0,0,0,0,0,0,0,0,0
2024-08-22,13204.03,40,31,2024,0,0,0,0,0,0,0,0,0,0
2024-08-23,13075.07,49,28,2024,0,0,0,0,0,0,0,0,0,0
2024-08-24,55644.950000000004,86,55,2024,0,0,0,0,0,0,0,0,0,0
2024-08-25,34578.68,86,53,2024,0,0,0,0,0,0,0,0,0,0
2024-08-26,9452.58,25,18,2024,0,0,0,0,0,0,0,0,0,0
2024-08-27,14679.81,30,27,2024,0,0,0,0,0,0,0,0,0,0
2024-08-28,18009.420000000002,96,50,2024,0,0,0,0,0,0,0,0,0,0
2024-08-29,39673.060000000005,84,45,2024,0,0,0,0,0,0,0,0,0,0
2024-08-30,1337.74,34,19,2024,0,0,0,0,0,0,0,0,0,0
2024-08-31,68521.34,62,35,2024,0,0,0,0,0,0,0,0,0,0
2024-09-01,21571.01,91,51,2024,0,0,0,0,0,0,0,0,0,0
2024-09-02,13947.460000000001,97,58,2024,0,0,0,0,0,0,0,0,0,0
2024-09-03,6820.81,26,24,2024,0,0,0,0,0,0,0,0,0,0
2024-09-04,29704.82,39,22,2024,0,0,0,0,0,0,0,0,0,0
2024-09-05,31260.42,119,58,2024,0,0,0,0,0,0,0,0,0,0
2024-09-06,43575.47,63,39,2024,0,0,0,0,0,0,0,0,0,0
2024-09-07,63254.409999999996,151,102,2024,0,0,0,0,0,0,0,0,0,0
2024-09-08,7994.72,40,24,2024,0,0,0,0,0,0,0,0,0,0
2024-09-09,9437.61,49,33,2024,0,0,0,0,0,0,0,0,0,0
2024-09-10,27448.26,40,29,2024,0,0,0,0,0,0,0,0,0,0
2024-09-11,26801.84,50,30,2024,0,0,0,0,0,0,0,0,0,0
2024-09-12,5928.34,29,19,2024,0,0,0,0,0,0,0,0,0,0
2024-09-13,18478.33,22,18,2024,0,0,0,0,0,0,0,0,0,0
2024-09-14,25331.870000000003,61,40,2024,0,0,0,0,0,0,0,0,0,0
2024-09-15,45651.1,55,34,2024,0,0,0,0,0,0,0,0,0,0
2024-09-16,43388.649999999994,33,26,2024,0,0,0,0,0,0,0,0,0,0
2024-09-17,5859.9,37,15,2024,0,0,0,0,0,0,0,0,0,0
2024-09-18,5460.57,37,25,2024,0,0,0,0,0,0,0,0,0,0
2024-09-19,10544.03,58,32,2024,0,0,0,0,0,0,0,0,0,0
2024-09-20,5190.47,70,30,2024,0,0,0,0,0,0,0,0,0,0
2024-09-21,14476.41,46,35,2024,0,0,0,0,0,0,0,0,0,0
2024-09-22,7528.21,21,20,2024,0,0,0,0,0,0,0,0,0,0
2024-09-23,3492.08,19,12,2024,0,0,0,0,0,0,0,0,0,0
2024-09-24,16369.52,41,29,2024,0,0,0,0,0,0,0,0,0,0
2024-09-25,10780.82,30,24,2024,0,0,0,0,0,0,0,0,0,0
2024-09-26,7690.2,31,21,2024,0,0,0,0,0,0,0,0,0,0
2024-09-27,5906.58,35,21,2024,0,0,0,0,0,0,0,0,0,0
2024-09-28,12386.38,28,25,2024,0,0,0,0,0,0,0,0,0,0
2024-09-29,56001.17,59,43,2024,0,0,0,0,0,0,0,0,0,0
2024-09-30,3453.59,37,27,2024,0,0,0,0,0,0,0,0,0,0
2024-10-01,11095.54,38,24,2024,0,0,0,0,0,0,0,0,0,0
2024-10-02,9808.9,28,15,2024,0,0,0,0,0,0,0,0,0,0
2024-10-03,11950.6,36,24,2024,0,0,0,0,0,0,0,0,0,0
2024-10-04,7680.68,44,20,2024,0,0,0,0,0,0,0,0,0,0
2024-10-05,9419.44,43,32,2024,0,0,0,0,0,0,0,1,0,0
2024-10-06,7794.46,34,23,2024,0,0,0,0,0,0,0,1,0,0
2024-10-07,852.54,23,16,2024,0,0,0,0,0,0,0,1,0,0
2024-10-08,655.5500000000001,14,11,2024,0,0,0,0,0,0,0,1,0,0
2024-10-09,2216.13,28,16,2024,0,0,0,0,0,0,0,1,0,0
2024-10-10,16332.59,71,46,2024,0,0,0,0,0,0,0,1,0,0
2024-10-11,18044.989999999998,47,37,2024,0,0,0,0,0,0,0,1,0,0
2024-10-12,62684.49,166,121,2024,0,0,0,0,0,0,0,1,0,0
2024-10-13,9769.810000000001,52,23,2024,0,0,0,0,0,0,0,0,0,0
2024-10-14,11669.14,48,27,2024,0,0,0,0,0,0,0,0,0,0
2024-10-15,15105.5,32,25,2024,0,0,0,0,0,0,0,0,0,0
2024-10-16,7126.700000000001,33,16,2024,0,0,0,0,0,0,0,0,0,0
2024-10-17,9938.0,38,30,2024,0,0,0,0,0,0,0,0,0,0
2024-10-18,681.65,15,12,2024,0,0,0,0,0,0,0,0,0,0
2024-10-19,18120.59,23,14,2024,0,0,0,0,0,0,0,0,0,0
2024-10-20,29221.690000000002,73,46,2024,0,0,0,0,0,0,0,0,0,0
2024-10-21,17073.99,64,39,2024,0,0,0,0,0,0,0,0,0,0
2024-10-22,8597.19,33,31,2024,0,0,0,0,0,0,0,0,0,0
2024-10-23,27381.41,64,39,2024,0,0,0,0,0,0,0,0,0,0
2024-10-24,53696.520000000004,62,32,2024,0,0,0,0,0,0,0,0,0,0
2024-10-25,1398.69,28,14,2024,0,0,0,0,0,0,0,0,0,0
2024-10-26,32841.2,64,34,2024,0,0,0,0,0,0,0,0,0,0
2024-10-27,1479.19,30,14,2024,0,0,0,0,0,0,0,0,0,0
2024-10-28,12706.19,43,21,2024,0,0,0,0,0,0,0,0,0,0
2024-10-29,23792.58,34,15,2024,0,0,0,0,0,0,0,0,0,0
2024-10-30,24959.760000000002,51,33,2024,0,0,0,0,0,0,0,0,0,0
2024-10-31,9922.5,41,22,2024,0,0,0,0,0,0,0,0,0,0
2024-11-01,4121.07,25,12,2024,0,0,0,0,0,0,0,0,0,0
2024-11-02,51650.51,163,115,2024,0,0,0,0,0,0,0,0,0,0
2024-11-03,26282.5,49,42,2024,0,0,0,0,0,0,0,0,0,0
2024-11-04,12389.779999999999,52,30,2024,0,0,0,0,0,0,0,0,0,0
2024-11-05,53279.880000000005,54,21,2024,0,0,0,0,0,0,0,0,0,0
2024-11-06,13104.21,42,24,2024,0,0,0,0,0,0,0,0,0,0
2024-11-07,24059.460000000003,56,31,2024,0,0,0,0,0,0,0,0,0,0
2024-11-08,5511.5599999999995,28,20,2024,0,0,0,0,0,0,0,0,0,0
2024-11-09,10071.300000000001,49,38,2024,0,0,0,0,0,0,0,0,0,0
2024-11-10,18767.170000000002,67,50,2024,0,0,0,0,0,0,0,0,0,0
2024-11-11,6241.55,21,17,2024,0,0,0,0,0,0,0,0,0,0
2024-11-12,8223.74,22,19,2024,0,0,0,0,0,0,0,0,0,0
2024-11-13,17257.02,51,37,2024,0,0,0,0,0,0,0,0,0,0
2024-11-14,37052.35,69,44,2024,0,0,0,0,0,0,0,0,0,0
2024-11-15,100531.77,236,165,2024,0,0,0,0,0,0,0,0,0,0
2024-11-16,9126.019999999999,34,30,2024,0,0,0,0,0,0,0,0,0,0
2024-11-17,24883.059999999998,90,44,2024,0,0,0,0,0,0,0,0,0,0
2024-11-18,13760.92,44,24,2024,0,0,0,0,0,0,0,0,0,0
2024-11-19,44873.99,92,40,2024,0,0,0,0,0,0,0,0,0,0
2024-11-20,42640.67,76,50,2024,0,0,0,0,0,0,0,0,0,0
2024-11-21,36719.64,36,28,2024,0,0,0,0,0,0,0,0,0,0
2024-11-22,233285.62,326,213,2024,0,0,0,0,0,0,0,0,0,0
2024-11-23,11529.37,32,27,2024,0,0,0,0,0,0,0,0,0,0
2024-11-24,32098.08,65,42,2024,0,0,0,0,0,0,0,0,0,0
2024-11-25,25674.940000000002,55,28,2024,0,0,0,0,0,0,0,0,1,0
2024-11-26,65257.57,42,28,2024,0,0,0,0,0,0,0,0,1,0
2024-11-27,14116.199999999999,56,22,2024,0,0,0,0,0,0,0,0,1,0
2024-11-28,48451.75,54,35,2024,0,0,0,0,0,0,0,0,1,0
2024-11-29,9294.23,41,24,2024,0,0,0,0,0,0,0,0,1,0
2024-11-30,46256.15,73,38,2024,0,0,0,0,0,0,0,0,1,0
2024-12-01,44451.78,111,56,2024,0,0,0,0,0,0,0,0,1,0
2024-12-02,12306.64,36,28,2024,0,0,0,0,0,0,0,0,0,0
2024-12-03,43987.77,103,65,2024,0,0,0,0,0,0,0,0,0,0
2024-12-04,7592.92,40,30,2024,0,0,0,0,0,0,0,0,0,0
2024-12-05,19660.62,57,39,2024,0,0,0,0,0,0,0,0,0,0
2024-12-06,16849.24,67,54,2024,0,0,0,0,0,0,0,0,0,0
2024-12-07,20735.05,89,41,2024,0,0,0,0,0,0,0,0,0,0
2024-12-08,10507.82,56,38,2024,0,0,0,0,0,0,0,0,0,0
2024-12-09,14171.93,48,39,2024,0,0,0,0,0,0,0,0,0,0
2024-12-10,33396.07,48,32,2024,0,0,0,0,0,0,0,0,0,1
2024-12-11,14205.210000000001,58,40,2024,0,0,0,0,0,0,0,0,0,1
2024-12-12,78630.34,54,25,2024,0,0,0,0,0,0,0,0,0,1
2024-12-13,5838.15,35,23,2024,0,0,0,0,0,0,0,0,0,1
2024-12-14,53181.58,103,77,2024,0,0,0,0,0,0,0,0,0,1
2024-12-15,41904.95,72,46,2024,0,0,0,0,0,0,0,0,0,1
2024-12-16,67241.95,94,53,2024,0,0,0,0,0,0,0,0,0,1
2024-12-17,4755.74,20,16,2024,0,0,0,0,0,0,0,0,0,1
2024-12-18,106238.88,99,65,2024,0,0,0,0,0,0,0,0,0,1
2024-12-19,5695.17,49,33,2024,0,0,0,0,0,0,0,0,0,1
2024-12-20,11253.18,59,46,2024,0,0,0,0,0,0,0,0,0,1
2024-12-21,31664.54,115,71,2024,0,0,0,0,0,0,0,0,0,1
2024-12-22,21633.85,64,47,2024,0,0,0,0,0,0,0,0,0,1
2024-12-23,21872.05,50,39,2024,0,0,0,0,0,0,0,0,0,1
2024-12-24,15607.019999999999,61,40,2024,0,0,0,0,0,0,0,0,0,1
2024-12-25,80521.75,281,185,2024,0,0,0,0,0,0,0,0,0,1
2024-12-26,20445.73,60,45,2024,0,0,0,0,0,0,0,0,0,0
2024-12-27,58174.21,88,51,2024,0,0,0,0,0,0,0,0,0,0
2024-12-28,35185.85,116,79,2024,0,0,0,0,0,0,0,0,0,0
2024-12-29,73858.19,119,62,2024,0,0,0,0,0,0,0,0,0,0
2024-12-30,30327.260000000002,61,42,2024,0,0,0,0,0,0,0,0,0,0
2024-12-31,43557.54,106,67,2024,0,0,0,0,0,0,0,0,0,0
2025-01-01,163967.41,336,193,2025,0,0,0,0,0,0,0,0,0,0
2025-01-02,31696.07,98,55,2025,0,0,0,0,0,0,0,0,0,0
2025-01-03,22165.92,98,62,2025,0,0,0,0,0,0,0,0,0,0
2025-01-04,32491.11,139,73,2025,0,0,0,0,0,0,0,0,0,0
2025-01-05,36621.93,123,75,2025,0,0,0,0,0,0,0,0,0,0
2025-01-06,48618.8,120,84,2025,0,0,0,0,0,0,0,0,0,0
2025-01-07,12609.32,75,45,2025,0,0,0,0,0,0,0,0,0,0
2025-01-08,13820.6,52,41,2025,0,0,0,0,0,0,0,0,0,0
2025-01-09,70985.54,116,75,2025,0,0,0,0,0,0,0,0,0,0
2025-01-10,22459.81,73,54,2025,0,0,0,0,0,0,0,0,0,0
2025-01-11,125250.37,149,85,2025,0,0,0,0,0,0,0,0,0,0
2025-01-12,211971.06,157,68,2025,0,0,0,0,0,0,0,0,0,0
2025-01-13,17698.82,57,51,2025,0,0,0,0,0,0,0,0,0,0
2025-01-14,118799.84000000001,133,84,2025,0,0,0,0,0,0,0,0,0,0
2025-01-15,67391.58,119,77,2025,0,0,0,0,0,0,0,0,0,0
2025-01-16,89989.73,70,32,2025,0,0,0,0,0,0,0,0,0,0
2025-01-17,11177.28,70,50,2025,0,0,0,0,0,0,0,0,0,0
2025-01-18,44792.21,135,62,2025,0,0,0,0,0,0,0,0,0,0
2025-01-19,67327.22,159,89,2025,0,0,0,0,0,0,0,0,0,0
2025-01-20,44460.9,100,69,2025,1,0,0,0,0,0,0,0,0,0
2025-01-21,78337.22,116,67,2025,1,0,0,0,0,0,0,0,0,0
2025-01-22,24014.28,128,72,2025,1,0,0,0,0,0,0,0,0,0
2025-01-23,28329.1,76,66,2025,1,0,0,0,0,0,0,0,0,0
2025-01-24,15548.49,46,37,2025,1,0,0,0,0,0,0,0,0,0
2025-01-25,40796.47,133,94,2025,1,0,0,0,0,0,0,0,0,0
2025-01-26,18290.12,130,76,2025,1,0,0,0,0,0,0,0,0,0
2025-01-27,85948.94,152,79,2025,1,0,0,0,0,0,0,0,0,0
2025-01-28,68136.36,109,75,2025,1,0,0,0,0,0,0,0,0,0
2025-01-29,5690.83,73,53,2025,1,0,0,0,0,0,0,0,0,0
2025-01-30,25497.93,66,45,2025,1,0,0,0,0,0,0,0,0,0
2025-01-31,61598.62,73,41,2025,1,0,0,0,0,0,0,0,0,0
2025-02-01,37542.85,123,59,2025,1,0,0,0,0,0,0,0,0,0
2025-02-02,68747.31999999999,144,101,2025,1,0,0,0,0,0,0,0,0,0
2025-02-03,61347.06,85,55,2025,1,0,0,0,0,0,0,0,0,0
2025-02-04,45560.69,114,70,2025,1,0,0,0,0,0,0,0,0,0
2025-02-05,58898.23,136,97,2025,1,0,0,0,0,0,0,0,0,0
2025-02-06,24191.11,64,44,2025,1,0,0,0,0,0,0,0,0,0
2025-02-07,43551.899999999994,128,86,2025,1,0,0,0,0,0,0,0,0,0
2025-02-08,108526.76000000001,200,102,2025,1,0,0,0,0,0,0,0,0,0
2025-02-09,74292.53,161,103,2025,1,0,0,0,0,0,0,0,0,0
2025-02-10,31994.82,126,69,2025,1,0,0,0,0,0,0,0,0,0
2025-02-11,70673.75,151,98,2025,1,0,0,0,0,0,0,0,0,0
2025-02-12,44026.8,133,91,2025,1,0,0,0,0,0,0,0,0,0
2025-02-13,30698.230000000003,63,47,2025,1,0,0,0,0,0,0,0,0,0
2025-02-14,48783.01,107,80,2025,1,0,0,0,0,0,0,0,0,0
2025-02-15,106480.21,191,127,2025,1,0,0,0,0,0,0,0,0,0
2025-02-16,117556.62,255,128,2025,1,0,0,0,0,0,0,0,0,0
2025-02-17,50686.22,87,65,2025,1,0,0,0,0,0,0,0,0,0
2025-02-18,117808.06,177,95,2025,1,0,0,0,0,0,0,0,0,0
2025-02-19,63835.16,90,78,2025,1,0,0,0,0,0,0,0,0,0
2025-02-20,37656.94,115,78,2025,1,0,0,0,0,0,0,0,0,0
2025-02-21,68949.03,162,99,2025,1,0,0,0,0,0,0,0,0,0
2025-02-22,28107.75,131,83,2025,1,0,0,0,0,0,0,0,0,0
2025-02-23,63422.69,159,113,2025,1,0,0,0,0,0,0,0,0,0
2025-02-24,42649.4,149,81,2025,1,0,0,0,0,0,0,0,0,0
2025-02-25,121423.48,131,91,2025,1,0,0,0,0,0,0,0,0,0
2025-02-26,59402.89,198,124,2025,1,0,0,0,0,0,0,0,0,0
2025-02-27,27948.95,112,70,2025,1,0,0,0,0,0,0,0,0,0
2025-02-28,21453.98,84,59,2025,1,1,0,0,0,0,0,0,0,0
2025-03-01,81933.78,210,113,2025,1,1,0,0,0,0,0,0,0,0
2025-03-02,56806.25,167,115,2025,1,1,0,0,0,0,0,0,0,0
2025-03-03,109942.54999999999,113,60,2025,1,1,0,0,0,0,0,0,0,0
2025-03-04,145215.85,338,225,2025,1,1,0,0,0,0,0,0,0,0
2025-03-05,36058.99,121,78,2025,1,0,0,0,0,0,0,0,0,0
2025-03-06,22365.53,99,70,2025,1,0,0,0,0,0,0,0,0,0
2025-03-07,45299.56,144,109,2025,1,0,0,0,0,0,0,0,0,0
2025-03-08,111010.07,181,128,2025,1,0,0,0,0,0,0,0,0,0
2025-03-09,105588.32,138,101,2025,1,0,0,0,0,0,0,0,0,0
2025-03-10,42588.23,128,72,2025,1,0,0,0,0,0,0,0,0,0
2025-03-11,57009.200000000004,131,87,2025,0,0,0,0,0,0,0,0,0,0
2025-03-12,35337.439999999995,113,73,2025,0,0,0,0,0,0,0,0,0,0
2025-03-13,51086.05,133,82,2025,0,0,0,0,0,0,0,0,0,0
2025-03-14,55450.06,169,116,2025,0,0,0,0,0,0,0,0,0,0
2025-03-15,55330.06,253,138,2025,0,0,0,0,0,0,0,0,0,0
2025-03-16,169975.80000000002,221,139,2025,0,0,0,0,0,0,0,0,0,0
2025-03-17,73721.33,171,112,2025,0,0,0,0,0,0,0,0,0,0
2025-03-18,50963.46,102,72,2025,0,0,0,0,0,0,0,0,0,0
2025-03-19,34808.020000000004,101,76,2025,0,0,0,0,0,0,0,0,0,0
2025-03-20,33576.08,116,74,2025,0,0,0,0,0,0,0,0,0,0
2025-03-21,48764.93,117,74,2025,0,0,0,0,0,0,0,0,0,0
2025-03-22,126679.8,240,150,2025,0,0,0,0,0,0,0,0,0,0
2025-03-23,53486.51,187,126,2025,0,0,0,0,0,0,0,0,0,0
2025-03-24,49135.66,108,91,2025,0,0,0,0,0,0,0,0,0,0
2025-03-25,67245.68,210,110,2025,0,0,0,0,0,0,0,0,0,0
2025-03-26,57474.15,141,89,2025,0,0,0,0,0,0,0,0,0,0
2025-03-27,83504.88,114,87,2025,0,0,0,0,0,0,0,0,0,0
2025-03-28,45427.57,113,73,2025,0,0,0,0,0,0,0,0,0,0
2025-03-29,92646.04,170,116,2025,0,0,0,0,0,0,0,0,0,0
2025-03-30,101055.04,211,135,2025,0,0,0,0,0,0,0,0,0,0
2025-03-31,59423.85,102,84,2025,0,0,0,0,0,0,0,0,0,0
2025-04-01,53641.57,137,88,2025,0,0,0,0,0,0,0,0,0,0
2025-04-02,56686.81,248,133,2025,0,0,0,0,0,0,0,0,0,0
2025-04-03,31746.73,140,85,2025,0,0,0,0,0,0,0,0,0,0
2025-04-04,31910.92,185,104,2025,0,0,0,0,0,0,0,0,0,0
2025-04-05,46765.61,127,98,2025,0,0,0,0,0,0,0,0,0,0
2025-04-06,73606.18,190,129,2025,0,0,0,0,0,0,0,0,0,0
2025-04-07,63461.89,112,66,2025,0,0,0,0,0,0,0,0,0,0
2025-04-08,80661.79000000001,164,98,2025,0,0,0,0,0,0,0,0,0,0
2025-04-09,72988.42,201,118,2025,0,0,0,0,0,0,0,0,0,0
2025-04-10,63184.49,144,83,2025,0,0,0,0,0,0,0,0,0,0
2025-04-11,59320.59,120,97,2025,0,0,0,0,0,0,0,0,0,0
2025-04-12,95345.27,203,126,2025,0,0,0,0,0,0,0,0,0,0
2025-04-13,93944.79000000001,156,106,2025,0,0,1,0,0,0,0,0,0,0
2025-04-14,55288.24,157,118,2025,0,0,1,0,0,0,0,0,0,0
2025-04-15,21968.649999999998,113,72,2025,0,0,1,0,0,0,0,0,0,0
2025-04-16,56286.87,152,88,2025,0,0,1,0,0,0,0,0,0,0
2025-04-17,53895.88,153,98,2025,0,0,1,0,0,0,0,0,0,0
2025-04-18,269300.37,455,309,2025,0,0,1,0,0,0,0,0,0,0
2025-04-19,60544.5,233,133,2025,0,0,1,0,0,0,0,0,0,0
2025-04-20,294382.58,598,394,2025,0,0,1,0,0,0,0,0,0,0
2025-04-21,132004.7,444,280,2025,0,0,0,0,0,0,0,0,0,0
2025-04-22,85794.62,145,97,2025,0,0,0,0,0,0,0,0,0,0
2025-04-23,54741.06,194,115,2025,0,0,0,0,0,0,0,0,0,0
2025-04-24,75255.06,134,100,2025,0,0,0,0,0,0,0,0,0,0
2025-04-25,58157.05,175,114,2025,0,0,0,0,0,0,0,0,0,0
2025-04-26,76163.88,224,135,2025,0,0,0,0,0,0,0,0,0,0
2025-04-27,99957.59,213,132,2025,0,0,0,0,0,0,0,0,0,0
2025-04-28,98550.91,111,71,2025,0,0,0,0,0,0,0,0,0,0
2025-04-29,46207.57,126,62,2025,0,0,0,0,0,0,0,0,0,0
2025-04-30,141430.28,181,112,2025,0,0,0,0,0,0,0,0,0,0
2025-05-01,225175.45,468,312,2025,0,0,0,0,0,0,0,0,0,0
2025-05-02,108130.29000000001,212,129,2025,0,0,0,0,0,0,0,0,0,0
2025-05-03,94087.8,227,133,2025,0,0,0,0,0,0,0,0,0,0
2025-05-04,28006.13,127,112,2025,0,0,0,0,0,0,0,0,0,0
2025-05-05,56640.51,160,97,2025,0,0,0,0,0,1,0,0,0,0
2025-05-06,84064.48,157,104,2025,0,0,0,0,0,1,0,0,0,0
2025-05-07,72865.48,141,89,2025,0,0,0,0,0,1,0,0,0,0
2025-05-08,112412.19,186,133,2025,0,0,0,0,0,1,0,0,0,0
2025-05-09,109958.48000000001,202,121,2025,0,0,0,0,0,1,0,0,0,0
2025-05-10,89228.37,192,113,2025,0,0,0,0,0,1,0,0,0,0
2025-05-11,60547.17,180,116,2025,0,0,0,0,0,1,0,0,0,0
2025-05-12,94660.34,127,70,2025,0,0,0,0,0,0,0,0,0,0
2025-05-13,35597.16,103,67,2025,0,0,0,0,0,0,0,0,0,0
2025-05-14,31422.260000000002,123,69,2025,0,0,0,0,0,0,0,0,0,0
2025-05-15,68167.48,182,115,2025,0,0,0,0,0,0,0,0,0,0
2025-05-16,34816.6,190,99,2025,0,0,0,0,0,0,0,0,0,0
2025-05-17,76069.86,192,121,2025,0,0,0,0,0,0,0,0,0,0
2025-05-18,40789.29,159,85,2025,0,0,0,0,0,0,0,0,0,0
2025-05-19,107697.26999999999,158,106,2025,0,0,0,0,0,0,0,0,0,0
2025-05-20,63957.19,107,71,2025,0,0,0,0,0,0,0,0,0,0
2025-05-21,82533.76,194,105,2025,0,0,0,0,0,0,0,0,0,0
2025-05-22,72299.19,124,80,2025,0,0,0,0,0,0,0,0,0,0
2025-05-23,47680.0,115,81,2025,0,0,0,0,0,0,0,0,0,0
2025-05-24,21918.45,132,75,2025,0,0,0,0,0,0,0,0,0,0
2025-05-25,67370.33,204,125,2025,0,0,0,0,0,0,0,0,0,0
2025-05-26,55238.37,111,77,2025,0,0,0,0,0,0,0,0,0,0
2025-05-27,28197.36,86,74,2025,0,0,0,0,0,0,0,0,0,0
2025-05-28,93006.18,126,94,2025,0,0,0,0,0,0,0,0,0,0
2025-05-29,67978.1,120,72,2025,0,0,0,0,0,0,0,0,0,0
2025-05-30,114202.25,121,65,2025,0,0,0,0,0,0,0,0,0,0
2025-05-31,81210.79,147,106,2025,0,0,0,0,0,0,0,0,0,0
2025-06-01,36975.63,123,70,2025,0,0,0,0,0,0,0,0,0,0
2025-06-02,29656.59,103,62,2025,0,0,0,0,0,0,0,0,0,0
2025-06-03,36361.35,130,80,2025,0,0,0,0,0,0,0,0,0,0
2025-06-04,31299.79,90,67,2025,0,0,0,0,0,0,0,0,0,0
2025-06-05,50194.45,114,82,2025,0,0,0,0,1,0,0,0,0,0
2025-06-06,47605.49,111,88,2025,0,0,0,0,1,0,0,0,0,0
2025-06-07,59924.65,215,123,2025,0,0,0,0,1,0,0,0,0,0
2025-06-08,58247.17,158,115,2025,0,0,0,0,1,0,0,0,0,0
2025-06-09,23101.54,95,69,2025,0,0,0,0,1,0,0,0,0,0
2025-06-10,49796.03,131,94,2025,0,0,0,1,1,0,0,0,0,0
2025-06-11,53943.49,188,95,2025,0,0,0,1,1,0,0,0,0,0
2025-06-12,26852.679999999997,75,48,2025,0,0,0,1,1,0,0,0,0,0
2025-06-13,31516.75,65,51,2025,0,0,0,1,0,0,0,0,0,0
2025-06-14,65591.08,133,103,2025,0,0,0,1,0,0,0,0,0,0
2025-06-15,119801.25,227,124,2025,0,0,0,1,0,0,0,0,0,0
2025-06-16,37915.02,98,70,2025,0,0,0,1,0,0,0,0,0,0
2025-06-17,43925.78999999999,136,72,2025,0,0,0,1,0,0,0,0,0,0
2025-06-18,42271.869999999995,164,101,2025,0,0,0,1,0,0,0,0,0,0
2025-06-19,124425.51,378,223,2025,0,0,0,1,0,0,0,0,0,0
2025-06-20,33454.07,84,54,2025,0,0,0,1,0,0,0,0,0,0
2025-06-21,44097.56,130,101,2025,0,0,0,1,0,0,0,0,0,0
2025-06-22,58940.94,132,92,2025,0,0,0,1,0,0,0,0,0,0
2025-06-23,47815.560000000005,118,71,2025,0,0,0,1,0,0,0,0,0,0
2025-06-24,18410.5,82,56,2025,0,0,0,1,0,0,0,0,0,0
2025-06-25,46118.270000000004,64,39,2025,0,0,0,1,0,0,0,0,0,0
2025-06-26,42220.39,113,74,2025,0,0,0,1,0,0,0,0,0,0
2025-06-27,76155.93000000001,130,95,2025,0,0,0,1,0,0,0,0,0,0
2025-06-28,87665.34,96,51,2025,0,0,0,1,0,0,0,0,0,0
2025-06-29,109222.0,185,109,2025,0,0,0,1,0,0,0,0,0,0
2025-06-30,92586.19,120,62,2025,0,0,0,1,0,0,0,0,0,0
2025-07-01,48290.259999999995,76,52,2025,0,0,0,0,0,0,0,0,0,0
2025-07-02,87493.0,73,49,2025,0,0,0,0,0,0,0,0,0,0
2025-07-03,69913.99,110,65,2025,0,0,0,0,0,0,0,0,0,0
2025-07-04,26558.13,104,65,2025,0,0,0,0,0,0,0,0,0,0
2025-07-05,65092.700000000004,95,72,2025,0,0,0,0,0,0,0,0,0,0
2025-07-06,23915.47,92,69,2025,0,0,0,0,0,0,0,0,0,0
2025-07-07,37622.24,130,87,2025,0,0,0,0,0,0,0,0,0,0
2025-07-08,47864.670000000006,81,49,2025,0,0,0,0,0,0,0,0,0,0
2025-07-09,37537.079999999994,92,65,2025,0,0,0,0,0,0,0,0,0,0
2025-07-10,17632.649999999998,57,47,2025,0,0,0,0,0,0,0,0,0,0
2025-07-11,32930.520000000004,136,62,2025,0,0,0,0,0,0,0,0,0,0
2025-07-12,19004.510000000002,83,53,2025,0,0,0,0,0,0,0,0,0,0
2025-07-13,64653.12,145,90,2025,0,0,0,0,0,0,0,0,0,0
2025-07-14,17167.73,63,46,2025,0,0,0,0,0,0,0,0,0,0
2025-07-15,15494.3,82,58,2025,0,0,0,0,0,0,0,0,0,0
2025-07-16,15242.64,70,50,2025,0,0,0,0,0,0,0,0,0,0
2025-07-17,51211.98,81,61,2025,0,0,0,0,0,0,0,0,0,0
2025-07-18,46126.53,89,49,2025,0,0,0,0,0,0,0,0,0,0
2025-07-19,19338.49,88,43,2025,0,0,0,0,0,0,0,0,0,0
2025-07-20,17244.45,90,65,2025,0,0,0,0,0,0,0,0,0,0
2025-07-21,44321.13,95,60,2025,0,0,0,0,0,0,0,0,0,0
2025-07-22,78718.72,115,67,2025,0,0,0,0,0,0,0,0,0,0
2025-07-23,62973.45999999999,69,45,2025,0,0,0,0,0,0,0,0,0,0
2025-07-24,13910.990000000002,73,55,2025,0,0,0,0,0,0,0,0,0,0
2025-07-25,8350.47,82,47,2025,0,0,0,0,0,0,0,0,0,0
2025-07-26,33646.7,98,71,2025,0,0,0,0,0,0,0,0,0,0
2025-07-27,34025.36,86,57,2025,0,0,0,0,0,0,0,0,0,0
2025-07-28,22723.7,65,42,2025,0,0,0,0,0,0,0,0,0,0
2025-07-29,36500.35,56,29,2025,0,0,0,0,0,0,0,0,0,0
2025-07-30,16215.880000000001,58,47,2025,0,0,0,0,0,0,0,0,0,0
2025-07-31,9750.67,50,32,2025,0,0,0,0,0,0,0,0,0,0
2025-08-01,35885.98,53,45,2025,0,0,0,0,0,0,0,0,0,0
2025-08-02,24835.55,39,24,2025,0,0,0,0,0,0,0,0,0,0
2025-08-03,49437.9,86,50,2025,0,0,0,0,0,0,0,0,0,0
2025-08-04,14774.65,57,36,2025,0,0,0,0,0,0,1,0,0,0
2025-08-05,29004.04,100,69,2025,0,0,0,0,0,0,1,0,0,0
2025-08-06,5288.6,52,44,2025,0,0,0,0,0,0,1,0,0,0
2025-08-07,27290.14,54,44,2025,0,0,0,0,0,0,1,0,0,0
